Row.ID,Order.ID,Customer.Name,Order.Date,Order.Priority,Order.Quantity,Sales,Discount,Ship.Mode,Profit,Unit.Price,Shipping.Cost,Region,Customer.Segment,Product.Category,Product.Container,Product.Base.Margin,Ship.Date,Return.Status
4591,29090,Muhammed Lee,16-01-2012,Medium,24,99.1,0.02,Regular Air,28.42,4.13,0.99,Yukon,Consumer,Office Supplies,Small Box,0.39,17-01-2012,0
4592,29221,Jay Fine,29-05-2012,High,41,325.33,0,Regular Air,-41.75,7.64,5.83,Yukon,Consumer,Office Supplies,Wrap Bag,0.36,01-06-2012,0
4593,29284,David Kendrick,10-04-2009,Medium,20,6449.056,0.01,Delivery Truck,1116.02,400.98,42.52,Yukon,Home Office,Furniture,Jumbo Box,0.71,12-04-2009,0
4594,29505,Brad Thomas,27-12-2012,Medium,22,45.21,0.02,Express Air,4.61,1.76,0.7,Yukon,Home Office,Office Supplies,Wrap Bag,0.56,28-12-2012,1
4595,29831,Sara Luxemburg,29-03-2012,Critical,29,2175.22,0,Delivery Truck,-520.55,68.81,60,Yukon,Small Business,Office Supplies,Jumbo Drum,0.41,30-03-2012,0
4596,30759,Brad Thomas,08-05-2009,Not Specified,2,64.79,0.03,Regular Air,-41.32,29.34,7.87,Yukon,Corporate,Furniture,Small Box,0.54,10-05-2009,0
4597,30848,Speros Goranitis,01-05-2011,Medium,13,4324.29,0.09,Delivery Truck,298.83,348.21,40.19,Yukon,Corporate,Furniture,Jumbo Box,0.62,03-05-2011,0
4598,30885,Victoria Pisteka,21-06-2010,High,24,234.24,0.09,Regular Air,-151.8,9.71,9.45,Yukon,Corporate,Office Supplies,Small Box,0.6,22-06-2010,0
4599,30887,Brad Thomas,07-07-2010,Critical,44,4357.117,0.07,Regular Air,1192.98,115.99,5.92,Yukon,Home Office,Technology,Small Box,0.58,07-07-2010,0
4600,31233,Brad Thomas,24-09-2011,Low,41,1298.29,0.06,Regular Air,542.33,31.78,1.99,Yukon,Home Office,Technology,Small Pack,0.42,28-09-2011,0
4601,31461,Adam Hart,27-06-2011,Medium,26,1463.42,0.08,Regular Air,350.82,59.98,3.99,Yukon,Corporate,Office Supplies,Small Box,0.57,29-06-2011,0
4602,31524,Ed Jacobs,26-06-2011,Low,10,1025.88,0.08,Delivery Truck,-211.33,100.89,42,Yukon,Small Business,Furniture,Jumbo Drum,0.61,28-06-2011,0
4603,31590,Luke Foster,05-06-2010,Critical,5,43.49,0.06,Regular Air,-21.44,8.33,1.99,Yukon,Corporate,Technology,Small Pack,0.52,06-06-2010,0
4604,31619,Pete Kriz,17-09-2009,Low,11,114.87,0.1,Regular Air,-21.03,10.98,3.99,Yukon,Corporate,Office Supplies,Small Box,0.58,24-09-2009,0
4605,32099,Emily Burns,05-05-2010,Not Specified,41,506.73,0.08,Regular Air,25.58,12.28,6.47,West,Home Office,Office Supplies,Small Box,0.38,05-05-2010,0
4606,32129,Dave Kipp,02-07-2011,Critical,20,129.27,0.07,Regular Air,-105.15,6.48,8.74,West,Consumer,Office Supplies,Small Box,0.36,03-07-2011,0
4607,32291,Doug O'Connell,05-11-2009,Medium,13,183.22,0.01,Regular Air,-100.89,12.99,14.37,West,Small Business,Furniture,Large Box,0.73,05-11-2009,0
4608,32932,Karen Carlisle,09-01-2010,Low,49,29884.6,0.05,Regular Air,12748.86,599.99,24.49,West,Corporate,Technology,Large Box,0.44,13-01-2010,0
4609,33095,Mick Brown,15-02-2009,Not Specified,30,4846.74,0.01,Regular Air,1689.93,159.99,5.5,West,Consumer,Technology,Small Box,0.49,17-02-2009,0
4610,33126,Deborah Brumfield,12-11-2011,Critical,46,5979.84,0.01,Express Air,1779.01,128.24,12.65,West,Small Business,Furniture,Medium Box,0.24,13-11-2011,0
4611,33222,Nicole Brennan,19-06-2012,Medium,18,420.76,0.05,Regular Air,-56.21,22.38,15.1,West,Home Office,Office Supplies,Small Box,0.38,21-06-2012,0
4612,33317,Jay Fine,11-05-2009,High,35,203.35,0.08,Regular Air,-1605.73,4.48,49,West,Consumer,Office Supplies,Large Box,0.6,13-05-2009,1
4613,33445,Juliana Krohn,02-08-2012,Low,18,1776.96,0.07,Delivery Truck,-197.06,100.98,35.84,West,Small Business,Furniture,Jumbo Box,0.62,07-08-2012,0
4614,33604,Yana Sorensen,18-08-2011,High,10,59.62,0.04,Regular Air,-56.3,5.4,7.78,West,Corporate,Office Supplies,Small Box,0.37,20-08-2011,0
4615,33696,Bradley Drucker,07-05-2009,High,2,57.73,0.06,Regular Air,-101.41,27.48,4,West,Small Business,Technology,Small Box,0.75,09-05-2009,0
4616,33702,Adam Hart,02-09-2012,Not Specified,14,56.26,0,Express Air,28.11,2.89,0.5,West,Corporate,Office Supplies,Small Box,0.38,03-09-2012,0
4617,33923,Benjamin Venier,07-01-2009,Low,34,1961.7915,0.05,Regular Air,425.75,65.99,5.99,West,Small Business,Technology,Small Box,0.58,11-01-2009,0
4618,33924,Ivan Liston,18-10-2012,Not Specified,12,6168.07,0.05,Delivery Truck,1542,500.98,28.14,West,Consumer,Technology,Jumbo Drum,0.38,20-10-2012,0
4619,34243,Tom Ashbrook,11-02-2011,High,10,89.04,0.08,Regular Air,-16.49,8.75,8.54,West,Home Office,Furniture,Small Pack,0.43,13-02-2011,0
4620,34279,Joni Wasserman,28-03-2012,Not Specified,3,840.552,0.1,Delivery Truck,7.55,349.45,60,West,Consumer,Furniture,Jumbo Drum,0.33,30-03-2012,0
4621,34406,Eric Murdock,28-09-2012,Medium,29,142.59,0.02,Regular Air,-3.23,4.71,0.7,West,Home Office,Office Supplies,Wrap Bag,0.85,29-09-2012,0
4622,34597,Brad Thomas,16-12-2010,Medium,8,849.337,0.07,Express Air,-258.85,125.99,2.5,West,Home Office,Technology,Small Box,0.58,18-12-2010,0
4623,34980,Victoria Pisteka,02-08-2010,Not Specified,7,140.77,0.01,Regular Air,100.77,18.65,3.77,West,Corporate,Furniture,Small Pack,0.39,04-08-2010,0
4624,35361,Corey Lock,06-04-2009,Medium,40,746.93,0.09,Express Air,67.03,18.97,9.03,West,Home Office,Office Supplies,Small Box,0.37,07-04-2009,0
4625,35587,Barry Pond,10-11-2011,Critical,43,208.77,0.03,Regular Air,-144.24,4.82,5.72,West,Consumer,Furniture,Small Pack,0.47,11-11-2011,0
4626,35780,Chris McAfee,17-01-2011,Medium,6,28.55,0.01,Regular Air,-4.5,4.28,1.6,West,Consumer,Office Supplies,Wrap Bag,0.58,19-01-2011,0
4627,35814,Karen Carlisle,27-03-2012,High,11,324.52,0.08,Regular Air,154.02,29.18,8.55,West,Home Office,Furniture,Small Box,0.42,28-03-2012,0
4628,35938,Bart Folk,17-11-2012,Not Specified,6,1770.7,0.05,Delivery Truck,-448.25,280.98,57,West,Corporate,Furniture,Jumbo Drum,0.78,19-11-2012,0
4629,35968,Barry Weirich,03-03-2012,Not Specified,21,141.2,0.05,Regular Air,-74.44,6.23,6.97,West,Corporate,Office Supplies,Small Box,0.36,05-03-2012,0
4630,36033,Michael Stewart,19-12-2009,Not Specified,15,83.02,0.06,Express Air,-54.01,4.98,4.62,West,Small Business,Technology,Small Pack,0.64,19-12-2009,0
4631,36067,Dave Poirier,04-07-2009,High,37,6176.29,0.04,Express Air,1499.94,165.2,19.99,West,Small Business,Office Supplies,Small Box,0.59,06-07-2009,1
4632,36160,Bryan Spruell,22-11-2012,Low,12,2218.891,0,Express Air,79.54,205.99,8.99,West,Home Office,Technology,Small Box,0.56,29-11-2012,1
4633,36356,Christy Brittain,25-12-2011,Medium,45,4768.59,0.01,Delivery Truck,-593.8,100.98,45,West,Consumer,Furniture,Jumbo Drum,0.69,27-12-2011,0
4634,36647,Christy Brittain,30-06-2009,High,21,179.98,0.01,Regular Air,38.7,7.89,2.82,West,Consumer,Office Supplies,Wrap Bag,0.4,01-07-2009,0
4635,36832,Bobby Trafton,01-06-2012,Low,43,532.89,0.09,Regular Air,210.53,12.97,1.49,West,Small Business,Office Supplies,Small Box,0.35,08-06-2012,0
4636,36836,Karen Carlisle,26-02-2010,Medium,43,16116.33,0.08,Regular Air,6919.87,387.99,19.99,West,Corporate,Office Supplies,Small Box,0.38,01-03-2010,0
4637,36867,Speros Goranitis,05-09-2009,High,21,5482.18,0.06,Express Air,1167.38,276.2,24.49,West,Corporate,Furniture,Large Box,0.36,07-09-2009,0
4638,37250,Grant Thornton,14-01-2010,High,13,473.46,0.03,Regular Air,128.11,35.94,6.66,West,Corporate,Office Supplies,Small Box,0.4,15-01-2010,1
4639,37505,Bryan Spruell,03-06-2011,Low,1,29.19,0.03,Regular Air,-23.1,16.98,12.39,West,Home Office,Office Supplies,Small Box,0.35,05-06-2011,0
4640,37537,Alan Schoenberger,02-01-2009,Low,4,1239.06,0,Delivery Truck,-193.08,291.73,48.8,West,Corporate,Furniture,Jumbo Drum,0.56,02-01-2009,0
4641,37606,Patrick Bzostek,22-02-2010,Critical,1,19.96,0.05,Express Air,3.25,4.98,4.86,West,Consumer,Office Supplies,Small Box,0.38,23-02-2010,0
4642,37668,Victoria Pisteka,08-01-2010,Low,33,478.27,0.01,Regular Air,-4.85,13.99,7.51,West,Corporate,Technology,Medium Box,0.39,08-01-2010,0
4643,37830,Tamara Willingham,16-08-2009,Not Specified,39,977.92,0.05,Express Air,148.89,25.99,5.37,West,Corporate,Office Supplies,Small Box,0.56,18-08-2009,0
4644,37957,Bobby Trafton,05-11-2010,Not Specified,31,229.26,0,Regular Air,-37.2,6.81,5.48,West,Small Business,Office Supplies,Small Box,0.37,06-11-2010,0
4645,38406,Denny Ordway,02-12-2010,Medium,12,754.94,0.01,Delivery Truck,-226.24,58.14,36.61,West,Small Business,Furniture,Jumbo Box,0.61,03-12-2010,0
4646,38594,Roland Fjeld,01-12-2009,Medium,26,1011.9,0.07,Regular Air,247.94,39.48,1.99,West,Corporate,Technology,Small Pack,0.54,02-12-2009,0
4647,38657,Elizabeth Moffitt,28-05-2010,Not Specified,38,1279.25,0.01,Regular Air,569.3,31.78,1.99,West,Consumer,Technology,Small Pack,0.42,29-05-2010,0
4648,38850,Corey Lock,29-04-2010,Medium,34,12570.74,0.02,Delivery Truck,-4560.43,348.21,40.19,West,Home Office,Furniture,Jumbo Box,0.62,01-05-2010,0
4649,38913,David Kendrick,06-09-2009,Not Specified,7,230.29,0.03,Regular Air,-4.3,31.74,12.62,West,Home Office,Office Supplies,Small Box,0.37,06-09-2009,0
4650,38948,Julia Barnett,05-06-2011,Not Specified,9,1394.28,0.03,Regular Air,197.16,155.06,7.07,West,Home Office,Office Supplies,Small Box,0.59,06-06-2011,0
4651,39041,Adam Hart,26-10-2011,Critical,47,418.03,0,Express Air,-158.58,8.09,7.96,West,Corporate,Furniture,Small Box,0.49,26-10-2011,0
4652,39136,Shirley Jackson,24-06-2009,High,49,2693.514,0.02,Regular Air,662.05,65.99,3.99,West,Corporate,Technology,Small Box,0.59,26-06-2009,0
4653,39232,Adam Hart,12-07-2011,Low,11,391.9,0.1,Regular Air,-47.01,35.44,19.99,West,Corporate,Office Supplies,Small Box,0.38,14-07-2011,0
4654,39617,Bradley Drucker,17-12-2011,Not Specified,33,1283.68,0.08,Regular Air,202.47,39.98,9.2,West,Small Business,Furniture,Wrap Bag,0.65,19-12-2011,0
4655,39649,Karen Carlisle,19-10-2009,High,10,1351.653,0.01,Express Air,-202.85,155.99,8.99,West,Corporate,Technology,Small Box,0.58,20-10-2009,0
4656,39654,Grant Thornton,30-09-2012,Medium,39,856.15,0.03,Express Air,330.03,21.38,2.99,West,Corporate,Office Supplies,Small Box,0.37,01-10-2012,0
4657,39808,Brendan Murry,02-09-2012,Low,50,2026.42,0.03,Regular Air,655.36,39.98,9.83,West,Corporate,Office Supplies,Small Box,0.4,09-09-2012,0
4658,39841,Benjamin Venier,01-01-2010,Medium,43,294.13,0.01,Regular Air,-123.07,6.68,6.92,West,Small Business,Office Supplies,Small Box,0.37,03-01-2010,0
4659,39847,Jennifer Patt,04-04-2010,Not Specified,29,125.41,0.08,Regular Air,-127.01,4.38,6.21,West,Home Office,Office Supplies,Small Box,0.37,05-04-2010,0
4660,39907,Jennifer Patt,29-08-2010,Low,12,378.84,0.05,Regular Air,-99.38,30.73,4,West,Home Office,Technology,Small Box,0.75,07-09-2010,0
4661,40068,Jennifer Patt,20-04-2010,Low,1,200.38,0.02,Delivery Truck,-90.41,160.98,30,West,Home Office,Furniture,Jumbo Drum,0.62,22-04-2010,0
4662,40420,Jeremy Pistek,10-01-2011,High,22,59.08,0.1,Regular Air,-2.61,2.88,1.49,West,Corporate,Office Supplies,Small Box,0.36,12-01-2011,0
4663,40485,David Bremer,27-12-2009,Not Specified,36,222.25,0.05,Regular Air,-63.77,5.98,5.46,West,Corporate,Office Supplies,Small Box,0.36,27-12-2009,0
4664,40998,Nora Paige,02-05-2009,Medium,43,1233.22,0.05,Regular Air,385.46,29.89,1.99,West,Small Business,Technology,Small Pack,0.5,03-05-2009,0
4665,41091,Harold Dahlen,24-05-2009,Medium,32,6310.69,0.1,Express Air,1318.83,218.08,18.06,West,Consumer,Furniture,Large Box,0.57,25-05-2009,0
4666,41152,Bobby Trafton,03-09-2011,High,49,3702.92,0.03,Regular Air,541.92,76.72,19.95,West,Corporate,Office Supplies,Large Box,0.54,04-09-2011,0
4667,41157,Nicole Brennan,16-04-2011,Medium,39,3854.4,0.09,Regular Air,1116.98,107.53,5.81,West,Home Office,Furniture,Medium Box,0.65,18-04-2011,0
4668,41349,Jennifer Patt,17-12-2011,Critical,44,346.2,0,Express Air,-335.69,7.38,11.51,West,Home Office,Office Supplies,Small Box,0.36,18-12-2011,0
4669,41440,Alejandro Savely,22-09-2009,High,20,92.94,0.09,Regular Air,37.77,4.91,0.5,West,Corporate,Office Supplies,Small Box,0.36,23-09-2009,0
4670,41539,Charles Crestani,03-05-2011,High,24,41.85,0.04,Express Air,-8.44,1.6,1.29,West,Consumer,Office Supplies,Wrap Bag,0.42,05-05-2011,0
4671,41574,Brendan Murry,20-09-2010,High,23,283.82,0.01,Regular Air,-38.94,11.97,5.81,West,Corporate,Office Supplies,Small Pack,0.6,22-09-2010,0
4672,41831,Muhammed Lee,21-07-2012,Not Specified,43,3441.09,0.03,Delivery Truck,431.95,80.97,30.06,West,Corporate,Technology,Jumbo Box,0.4,23-07-2012,0
4673,41888,Victoria Pisteka,28-02-2009,Low,18,1979.47,0.1,Regular Air,690.27,120.98,9.07,West,Corporate,Office Supplies,Small Box,0.35,09-03-2009,0
4674,42054,Patrick Bzostek,14-09-2012,Medium,32,94.55,0.01,Regular Air,6.74,2.88,1.49,West,Consumer,Office Supplies,Small Box,0.36,16-09-2012,0
4675,42148,Jeremy Pistek,20-10-2011,Critical,11,45.31,0.07,Regular Air,-10.64,3.98,2.97,West,Corporate,Office Supplies,Wrap Bag,0.35,23-10-2011,0
4676,42338,Adam Hart,02-11-2009,Not Specified,14,63.91,0.04,Regular Air,-44.47,4.14,6.6,West,Corporate,Furniture,Small Box,0.49,04-11-2009,0
4677,42343,Berenike Kampe,14-08-2009,Critical,46,3412.08,0.04,Delivery Truck,239.23,70.98,26.85,West,Corporate,Furniture,Jumbo Box,0.4,16-08-2009,0
4678,42467,Julia Barnett,14-10-2010,High,10,238.88,0.01,Regular Air,-48.21,22.38,15.1,West,Home Office,Office Supplies,Small Box,0.38,14-10-2010,0
4679,42563,Jeremy Pistek,12-08-2010,Medium,7,44.25,0.07,Express Air,-14.36,4.24,5.41,West,Corporate,Office Supplies,Small Box,0.35,12-08-2010,1
4680,42567,Tom Prescott,11-01-2010,Critical,12,1940.32,0,Delivery Truck,-18.81,146.34,43.75,West,Small Business,Furniture,Jumbo Box,0.65,13-01-2010,0
4681,42691,Noel Staavos,24-05-2010,Low,50,2447.65,0,Regular Air,1170.35,46.94,6.77,West,Home Office,Furniture,Small Box,0.44,02-06-2010,0
4682,42919,David Bremer,06-10-2011,Medium,7,1143.4285,0.04,Express Air,-475.66,195.99,4.2,West,Corporate,Technology,Small Box,0.56,07-10-2011,0
4683,43010,Bryan Spruell,09-10-2012,Critical,40,233.2,0,Regular Air,74.83,5.68,1.46,West,Home Office,Office Supplies,Wrap Bag,0.39,09-10-2012,0
4684,43043,Adam Hart,14-04-2012,Critical,4,904.12,0.07,Regular Air,28.81,225.04,11.79,West,Corporate,Office Supplies,Medium Box,0.42,16-04-2012,0
4685,43170,Bobby Elias,13-05-2010,Low,25,7667.78,0.04,Delivery Truck,1494.01,306.14,26.53,West,Small Business,Technology,Jumbo Drum,0.56,20-05-2010,0
4686,43397,Damala Kotsonis,12-05-2011,Critical,35,2130.31,0.08,Delivery Truck,-319.26,60.89,32.41,West,Corporate,Furniture,Jumbo Drum,0.56,13-05-2011,0
4687,43494,Jill Matthias,03-01-2012,Medium,2,3668.28,0.09,Regular Air,-4858.67,1938.02,13.99,West,Consumer,Technology,Medium Box,0.38,04-01-2012,1
4688,43682,Tim Taslimi,27-08-2012,Medium,14,1849.6,0.06,Regular Air,62.16,155.99,8.99,West,Corporate,Technology,Small Box,0.55,29-08-2012,0
4689,43814,Grant Thornton,09-01-2011,Medium,40,197.1,0.09,Regular Air,-12.88,5.28,2.99,West,Corporate,Office Supplies,Small Box,0.37,10-01-2011,0
4690,43815,Corey Catlett,13-06-2012,Not Specified,40,635.59,0.07,Regular Air,202.83,16.51,2.99,West,Home Office,Office Supplies,Small Box,0.37,14-06-2012,0
4691,43844,Deborah Brumfield,31-10-2010,High,25,1009.868,0.02,Regular Air,170.57,45.99,4.99,West,Small Business,Technology,Small Box,0.56,31-10-2010,0
4692,43846,Jill Matthias,26-02-2009,High,9,31.36,0.1,Regular Air,-8.28,3.6,2.2,West,Consumer,Office Supplies,Wrap Bag,0.39,27-02-2009,0
4693,43974,Harold Dahlen,16-09-2009,Not Specified,8,64.23,0.03,Regular Air,15.83,7.64,1.39,West,Corporate,Office Supplies,Small Box,0.36,17-09-2009,0
4694,44003,Maris LaWare,17-11-2011,Low,38,202.42,0.09,Regular Air,0.86,5.34,2.99,West,Home Office,Office Supplies,Small Box,0.38,21-11-2011,0
4695,44069,Elizabeth Moffitt,02-01-2009,Critical,16,137.63,0.09,Express Air,26.71,9.11,2.15,West,Consumer,Office Supplies,Wrap Bag,0.4,04-01-2009,0
4696,44099,Alan Schoenberger,12-03-2012,Medium,34,11823.52,0.1,Regular Air,4592.74,367.99,19.99,West,Corporate,Office Supplies,Small Box,0.4,14-03-2012,0
4697,44133,Mark Packer,06-01-2010,High,35,181.15,0.06,Regular Air,-46.68,5.28,3.96,West,Small Business,Furniture,Wrap Bag,0.54,07-01-2010,0
4698,44261,Juliana Krohn,23-03-2012,High,31,13064.06,0.01,Express Air,5979.56,420.98,19.99,West,Corporate,Office Supplies,Small Box,0.35,25-03-2012,0
4699,44323,Barry Weirich,07-08-2012,Medium,27,21320.58,0.09,Delivery Truck,5381.02,810.98,16.06,West,Corporate,Technology,Jumbo Drum,0.56,09-08-2012,0
4700,44517,Christy Brittain,23-04-2009,Medium,5,32.5,0.03,Regular Air,-16.67,5.28,5.61,West,Consumer,Office Supplies,Small Box,0.4,24-04-2009,0
4701,44549,Bill Shonely,22-01-2012,Medium,5,11.25,0.08,Regular Air,-4.96,2.08,1.49,West,Small Business,Office Supplies,Small Box,0.38,23-01-2012,0
4702,44679,Debra Catini,03-06-2012,Medium,22,127.51,0.07,Regular Air,26.74,5.98,1.49,West,Small Business,Office Supplies,Small Box,0.39,04-06-2012,0
4703,44836,Tamara Willingham,11-09-2009,Medium,21,125.79,0.02,Regular Air,28.53,5.98,1.49,West,Corporate,Office Supplies,Small Box,0.39,12-09-2009,0
4704,45120,Emily Phan,09-04-2009,Critical,39,14591.44,0.07,Delivery Truck,5475.8,400.97,48.26,West,Consumer,Technology,Jumbo Box,0.36,10-04-2009,0
4705,45158,Juliana Krohn,10-04-2010,Low,40,375.52,0.09,Regular Air,131.7,9.68,2.03,West,Corporate,Office Supplies,Wrap Bag,0.37,12-04-2010,0
4706,45254,Corey Lock,26-07-2010,High,45,3327.84,0.06,Delivery Truck,-3033.57,70.89,89.3,West,Home Office,Furniture,Jumbo Box,0.69,27-07-2010,0
4707,45315,Peter Buhler,20-04-2012,Medium,32,1141.9,0.02,Regular Air,175.32,34.76,8.22,West,Consumer,Office Supplies,Small Box,0.57,21-04-2012,0
4708,45380,Charles Crestani,30-04-2009,Critical,34,1912.9845,0.06,Express Air,288.09,65.99,8.8,West,Consumer,Technology,Small Box,0.58,01-05-2009,0
4709,45409,Damala Kotsonis,12-04-2010,Critical,11,3427.31,0.1,Delivery Truck,124.36,320.98,58.95,West,Corporate,Furniture,Jumbo Drum,0.57,15-04-2010,0
4710,45539,Grant Thornton,02-08-2009,Not Specified,15,269.2,0.02,Express Air,69.61,16.48,1.99,West,Corporate,Technology,Small Pack,0.42,04-08-2009,0
4711,45605,Nora Paige,10-04-2010,Medium,7,1494.27,0.05,Delivery Truck,-248.78,212.6,52.2,West,Small Business,Furniture,Jumbo Box,0.64,12-04-2010,1
4712,45664,Karen Carlisle,09-06-2012,Not Specified,24,473.03,0.09,Regular Air,26.27,19.98,10.49,West,Home Office,Furniture,Small Box,0.49,10-06-2012,0
4713,45671,Charles Crestani,12-06-2011,Low,13,126.68,0.05,Regular Air,7,9.77,6.02,West,Consumer,Furniture,Medium Box,0.48,19-06-2011,0
4714,45762,Barry Weirich,21-07-2010,Low,21,793.85,0.01,Regular Air,308.53,37.94,5.08,West,Corporate,Office Supplies,Wrap Bag,0.38,26-07-2010,0
4715,46151,Tony Molinari,08-11-2009,Critical,23,203.91,0.02,Regular Air,-35.44,8.6,6.19,West,Corporate,Office Supplies,Small Box,0.38,10-11-2009,0
4716,46407,Rick Huthwaite,26-03-2009,Not Specified,7,38.37,0.1,Regular Air,-29,5.18,5.74,West,Corporate,Office Supplies,Small Box,0.36,28-03-2009,0
4717,46499,George Zrebassa,07-06-2009,Critical,1,46.94,0.06,Regular Air,-26.54,44.01,3.5,West,Home Office,Office Supplies,Small Box,0.59,08-06-2009,0
4718,46631,Harold Dahlen,11-03-2012,Not Specified,39,930.84,0.05,Regular Air,-122.12,22.84,16.92,West,Corporate,Office Supplies,Small Box,0.39,13-03-2012,0
4719,46662,Aaron Hawkins,29-12-2011,Critical,8,57.22,0.07,Regular Air,-27.72,6.48,6.6,West,Home Office,Office Supplies,Small Box,0.37,31-12-2011,1
4720,46691,Debra Catini,24-06-2012,Critical,47,1676.25,0.04,Regular Air,-458.33,36.65,22.6,West,Small Business,Furniture,Large Box,0.58,26-06-2012,0
4721,46880,Karen Carlisle,03-07-2010,Critical,1,29.99,0.07,Regular Air,-8.88,21.98,8.32,West,Corporate,Office Supplies,Wrap Bag,0.39,05-07-2010,0
4722,47011,Roland Fjeld,19-02-2009,High,33,373.13,0.05,Regular Air,-35.26,11.29,5.03,West,Corporate,Office Supplies,Small Box,0.59,21-02-2009,0
4723,47201,Tim Taslimi,28-12-2009,Critical,18,99.55,0.03,Express Air,-60.9,4.98,4.62,West,Corporate,Technology,Small Pack,0.64,29-12-2009,0
4724,47457,Alejandro Savely,03-06-2009,Low,50,8230.77,0.05,Regular Air,1577.02,161.55,19.99,West,Corporate,Office Supplies,Small Box,0.66,08-06-2009,1
4725,47522,Juliana Krohn,23-10-2012,High,5,80.56,0.03,Regular Air,12.5,15.67,1.39,West,Corporate,Office Supplies,Small Box,0.38,24-10-2012,0
4726,47553,Dan Campbell,22-05-2011,Medium,49,20701.928,0.08,Delivery Truck,3918.54,550.98,45.7,West,Corporate,Furniture,Jumbo Box,0.71,23-05-2011,0
4727,47584,Bryan Spruell,27-07-2010,Critical,4,20.19,0.03,Regular Air,1.3,4.91,0.5,West,Home Office,Office Supplies,Small Box,0.36,29-07-2010,0
4728,47683,Harold Dahlen,01-09-2010,Low,38,81.97,0.05,Regular Air,-148.8,1.98,4.77,West,Corporate,Office Supplies,Small Box,0.4,08-09-2010,0
4729,47872,Brad Thomas,12-06-2009,Critical,38,1756.27,0.09,Regular Air,649.05,46.89,5.1,West,Home Office,Office Supplies,Medium Box,0.46,14-06-2009,0
4730,47877,Tamara Willingham,28-08-2009,Medium,16,273.36,0.04,Regular Air,32.25,17.24,3.26,West,Home Office,Office Supplies,Small Pack,0.56,31-08-2009,0
4731,47879,Tamara Willingham,11-01-2012,Critical,19,172.54,0.08,Regular Air,44.23,9.11,2.15,West,Corporate,Office Supplies,Wrap Bag,0.4,12-01-2012,0
4732,47910,Brad Thomas,15-08-2009,High,30,5290.57,0.08,Regular Air,1389.18,178.47,19.99,West,Home Office,Office Supplies,Small Box,0.55,16-08-2009,1
4733,47972,Brendan Murry,11-10-2010,Medium,46,7685.62,0.02,Express Air,1952.15,165.2,19.99,West,Corporate,Office Supplies,Small Box,0.59,13-10-2010,0
4734,48192,Jill Matthias,16-12-2009,Critical,15,2277.67,0,Delivery Truck,-173.96,140.98,36.09,West,Consumer,Furniture,Jumbo Box,0.77,17-12-2009,0
4735,48288,Nicole Brennan,22-07-2011,Medium,25,3308.28,0.08,Delivery Truck,-581.59,130.98,54.74,West,Consumer,Furniture,Jumbo Box,0.69,24-07-2011,0
4736,48293,Victoria Pisteka,09-04-2012,Critical,47,370.6,0.03,Regular Air,160.72,7.64,1.39,West,Corporate,Office Supplies,Small Box,0.36,10-04-2012,1
4737,48294,Aaron Hawkins,26-05-2010,High,43,4072.01,0.01,Regular Air,1675.98,90.24,0.99,West,Home Office,Office Supplies,Small Box,0.56,26-05-2010,0
4738,48322,Paul Van Hugh,04-03-2012,Medium,14,41.37,0.05,Regular Air,1.82,2.94,0.7,West,Consumer,Office Supplies,Wrap Bag,0.58,05-03-2012,0
4739,48353,Jeremy Pistek,15-12-2012,Not Specified,18,71.22,0.04,Regular Air,20.43,3.85,0.7,West,Corporate,Office Supplies,Wrap Bag,0.44,17-12-2012,1
4740,48420,Berenike Kampe,11-10-2009,Low,46,863.26,0.09,Express Air,229.6,19.23,6.15,West,Corporate,Furniture,Small Pack,0.44,13-10-2009,0
4741,48512,Cyra Reiten,03-08-2011,Not Specified,48,238.79,0.04,Regular Air,-83.78,4.98,4.72,West,Consumer,Office Supplies,Small Box,0.36,04-08-2011,0
4742,48641,Benjamin Venier,05-12-2011,High,13,66.83,0,Regular Air,23.16,4.98,0.8,West,Small Business,Office Supplies,Wrap Bag,0.36,06-12-2011,0
4743,48672,Nora Paige,26-12-2012,High,43,255.7,0,Regular Air,-35.74,5.81,3.37,West,Small Business,Office Supplies,Wrap Bag,0.54,26-12-2012,0
4744,48709,Helen Andreada,28-08-2011,High,17,47.12,0.01,Regular Air,-47.01,2.52,4.28,West,Corporate,Office Supplies,Wrap Bag,0.44,30-08-2011,0
4745,48832,Bobby Trafton,05-05-2010,High,48,4480.89,0.02,Delivery Truck,195.04,90.98,30,West,Small Business,Furniture,Jumbo Drum,0.61,05-05-2010,0
4746,48836,Nicole Brennan,14-02-2009,Critical,8,2651.21,0.09,Delivery Truck,-93.85,348.21,40.19,West,Home Office,Furniture,Jumbo Box,0.62,16-02-2009,0
4747,48935,Jill Matthias,07-01-2010,Low,21,106.2,0,Regular Air,48.76,4.91,0.5,West,Consumer,Office Supplies,Small Box,0.36,09-01-2010,0
4748,49026,Roland Fjeld,07-03-2011,Low,36,411.75,0.05,Regular Air,-182.87,11.66,8.99,West,Corporate,Office Supplies,Small Pack,0.59,12-03-2011,1
4749,49925,Adam Hart,22-01-2010,High,1,3.41,0.06,Regular Air,-1.78,2.88,0.7,West,Corporate,Office Supplies,Wrap Bag,0.56,23-01-2010,0
4750,50337,Chris Cortes,16-04-2009,Not Specified,37,122.99,0,Express Air,21.48,2.78,1.49,West,Consumer,Office Supplies,Small Box,0.36,17-04-2009,0
